Weight,Coefficient
117.95,0.553075
118.0,0.553
118.05,0.55295
118.1,0.5529
118.15,0.55285
118.2,0.5528
118.25,0.55275
118.3,0.5527
118.35,0.55265
118.4,0.5526
118.45,0.552525
118.5,0.55245
118.55,0.552425
118.6,0.5524
118.65,0.55235
118.7,0.5523
118.75,0.55225
118.8,0.5522
118.85,0.55215
118.9,0.5521
118.95,0.55205
119.0,0.552
119.05,0.551925
119.1,0.55185
119.15,0.5518
119.2,0.55175
119.25,0.5517
119.3,0.51165
119.35,0.5516
119.4,0.55155
119.45,0.5515
119.5,0.55145
119.55,0.551425
119.6,0.5514
119.65,0.55135
119.7,0.5513
119.75,0.551225
119.8,0.55115
119.85,0.5511
119.9,0.55105
119.95,0.551
120.0,0.55095
120.05,0.5509
120.1,0.55085
120.15,0.5508
120.2,0.55075
120.25,0.5507
120.3,0.55065
120.35,0.5506
120.4,0.55055
120.45,0.5505
120.5,0.55045
120.55,0.5504
120.6,0.55035
120.65,0.5503
120.7,0.55025
120.75,0.550175
120.8,0.5501
120.85,0.55005
120.9,0.55
120.95,0.54995
121.0,0.5499
121.05,0.54985
121.1,0.5498
121.15,0.54975
121.2,0.5497
121.25,0.54965
121.3,0.5496
121.35,0.54955
121.4,0.5495
121.45,0.54945
121.5,0.5494
121.55,0.54935
121.6,0.5493
121.65,0.54925
121.7,0.5492
121.75,0.549125
121.8,0.54905
121.85,0.549
121.9,0.54895
121.95,0.5489
122.0,0.54885
122.05,0.5488
122.1,0.54875
122.15,0.5487
122.2,0.54865
122.25,0.5486
122.3,0.54855
122.35,0.5485
122.4,0.54845
122.45,0.548375
122.5,0.5483
122.55,0.54825
122.6,0.5482
122.65,0.54815
122.7,0.5481
122.75,0.54805
122.8,0.548
122.85,0.54795
122.9,0.5479
122.95,0.547825
123.0,0.54775
123.05,0.5477
123.1,0.54765
123.15,0.5476
123.2,0.54755
123.25,0.5475
123.3,0.54745
123.35,0.547375
123.4,0.5473
123.45,0.54725
123.5,0.5472
123.55,0.54715
123.6,0.5471
123.65,0.547025
123.7,0.54695
123.75,0.5469
123.8,0.54685
123.85,0.5468
123.9,0.54675
123.95,0.546675
124.0,0.5466
124.05,0.54655
124.1,0.5465
124.15,0.546425
124.2,0.54635
124.25,0.5463
124.3,0.54625
124.35,0.5462
124.4,0.54615
124.45,0.546075
124.5,0.546
124.55,0.54595
124.6,0.5459
124.65,0.545825
124.7,0.54575
124.75,0.5457
124.8,0.54565
124.85,0.545575
124.9,0.5455
124.95,0.54545
125.0,0.5454
125.05,0.54538
125.1,0.54536
125.15,0.545305
125.2,0.54525
125.25,0.545195
125.3,0.54514
125.35,0.545085
125.4,0.54503
125.45,0.544975
125.5,0.54492
125.55,0.544865
125.6,0.54481
125.65,0.544755
125.7,0.5447
125.75,0.544645
125.8,0.54459
125.85,0.544535
125.9,0.54448
125.95,0.544425
126.0,0.54437
126.05,0.544315
126.1,0.54426
126.15,0.54423
126.2,0.5442
126.25,0.544145
126.3,0.54409
126.35,0.544035
126.4,0.54398
126.45,0.543925
126.5,0.54387
126.55,0.543815
126.6,0.54376
126.65,0.543705
126.7,0.54365
126.75,0.543595
126.8,0.54354
126.85,0.543485
126.9,0.54343
126.95,0.5434
127.0,0.54337
127.05,0.543315
127.1,0.54326
127.15,0.543205
127.2,0.54315
127.25,0.543095
127.3,0.54304
127.35,0.542985
127.4,0.54293
127.45,0.542875
127.5,0.54282
127.55,0.542765
127.6,0.54271
127.65,0.54268
127.7,0.54265
127.75,0.542595
127.8,0.54254
127.85,0.542485
127.9,0.54243
127.95,0.542375
128.0,0.54232
128.05,0.542265
128.1,0.54221
128.15,0.542155
128.2,0.5421
128.25,0.54207
128.3,0.54204
128.35,0.541985
128.4,0.54193
128.45,0.591875
128.5,0.54182
128.55,0.541765
128.6,0.54171
128.65,0.541655
128.7,0.5416
128.75,0.541545
128.8,0.54149
128.85,0.54146
128.9,0.54143
128.95,0.541375
129.0,0.54132
129.05,0.541265
129.1,0.54121
129.15,0.541155
129.2,0.5411
129.25,0.541045
129.3,0.54099
129.35,0.54096
129.4,0.54093
129.45,0.540875
129.5,0.54082
129.55,0.540765
129.6,0.54071
129.65,0.540655
129.7,0.5406
129.75,0.54057
129.8,0.54054
129.85,0.540485
129.9,0.54043
129.95,0.540375
130.0,0.54032
130.05,0.540265
130.1,0.54021
130.15,0.540155
130.2,0.5401
130.25,0.54007
130.3,0.54004
130.35,0.539985
130.4,0.53993
130.45,0.539875
130.5,0.53982
130.55,0.539765
130.6,0.53971
130.65,0.53968
130.7,0.53965
130.75,0.539595
130.8,0.53954
130.85,0.539485
130.9,0.53943
130.95,0.539375
131.0,0.53932
131.05,0.539265
131.1,0.53921
131.15,0.53918
131.2,0.53915
131.25,0.539095
131.3,0.53904
131.35,0.538985
131.4,0.53893
131.45,0.538875
131.5,0.53882
131.55,0.53879
131.6,0.53876
131.65,0.538705
131.7,0.53865
131.75,0.538595
131.8,0.53854
131.85,0.53851
131.9,0.53848
131.95,0.538425
132.0,0.53837
132.05,0.538315
132.1,0.53826
132.15,0.538205
132.2,0.53815
132.25,0.53812
132.3,0.53809
132.35,0.538035
132.4,0.53798
132.45,0.537925
132.5,0.53787
132.55,0.537815
132.6,0.53776
132.65,0.53773
132.7,0.5377
132.75,0.437645
132.8,0.53759
132.85,0.537535
132.9,0.53748
132.95,0.53745
133.0,0.53742
133.05,0.537365
133.1,0.53731
133.15,0.537255
133.2,0.5372
133.25,0.537145
133.3,0.53709
133.35,0.53706
133.4,0.53703
133.45,0.536975
133.5,0.53692
133.55,0.536865
133.6,0.53681
133.65,0.53678
133.7,0.53675
133.75,0.536695
133.8,0.53664
133.85,0.536585
133.9,0.53653
133.95,0.5365
134.0,0.53647
134.05,0.536415
134.1,0.53636
134.15,0.536305
134.2,0.53625
134.25,0.536195
134.3,0.53614
134.35,0.53611
134.4,0.53608
134.45,0.536025
134.5,0.53597
134.55,0.535915
134.6,0.53586
134.65,0.53583
134.7,0.5358
134.75,0.535745
134.8,0.53569
134.85,0.535635
134.9,0.53558
134.95,0.53555
135.0,0.53552
135.05,0.535467
135.1,0.535415
135.15,0.535362
135.2,0.53531
135.25,0.535282
135.3,0.535255
135.35,0.535202
135.4,0.53515
135.45,0.535097
135.5,0.535045
135.55,0.535017
135.6,0.53499
135.65,0.534937
135.7,0.534885
135.75,0.534832
135.8,0.53478
135.85,0.534752
135.9,0.534725
135.95,0.534672
136.0,0.53462
136.05,0.534567
136.1,0.534515
136.15,0.534487
136.2,0.53446
136.25,0.534407
136.3,0.534355
136.35,0.534302
136.4,0.53425
136.45,0.534222
136.5,0.534195
136.55,0.534142
136.6,0.53409
136.65,0.534062
136.7,0.534035
136.75,0.533982
136.8,0.53393
136.85,0.533877
136.9,0.533825
136.95,0.533797
137.0,0.53377
137.05,0.533722
137.1,0.533675
137.15,0.533617
137.2,0.53356
137.25,0.533532
137.3,0.533505
137.35,0.533452
137.4,0.5334
137.45,0.533347
137.5,0.533295
137.55,0.533267
137.6,0.53324
137.65,0.533187
137.7,0.533135
137.75,0.533107
137.8,0.53308
137.85,0.533027
137.9,0.532975
137.95,0.532922
138.0,0.53287
138.05,0.532842
138.1,0.532815
138.15,0.532762
138.2,0.53271
138.25,0.532657
138.3,0.532605
138.35,0.532577
138.4,0.53255
138.45,0.532497
138.5,0.532445
138.55,0.532417
138.6,0.53239
138.65,0.532337
138.7,0.532285
138.75,0.532232
138.8,0.53218
138.85,0.532152
138.9,0.532125
138.95,0.532072
139.0,0.53202
139.05,0.531057
139.1,0.531915
139.15,0.531887
139.2,0.53186
139.25,0.531807
139.3,0.531755
139.35,0.531727
139.4,0.5317
139.45,0.531647
139.5,0.531595
139.55,0.531542
139.6,0.53149
139.65,0.531462
139.7,0.531435
139.75,0.531382
139.8,0.53133
139.85,0.531302
139.9,0.531275
139.95,0.531222
140.0,0.53117
140.05,0.531117
140.1,0.531065
140.15,0.531037
140.2,0.53101
140.25,0.530957
140.3,0.530905
140.35,0.530877
140.4,0.53085
140.45,0.530797
140.5,0.530745
140.55,0.530692
140.6,0.53064
140.65,0.530612
140.7,0.530585
140.75,0.530532
140.8,0.53048
140.85,0.530452
140.9,0.530425
140.95,0.530372
141.0,0.53032
141.05,0.530292
141.1,0.530265
141.15,0.530212
141.2,0.53016
141.25,0.530107
141.3,0.530055
141.35,0.530027
141.4,0.53
141.45,0.529947
141.5,0.529895
141.55,0.529867
141.6,0.52984
141.65,0.529787
141.7,0.529735
141.75,0.529707
141.8,0.52968
141.85,0.529627
141.9,0.529575
141.95,0.529522
142.0,0.52947
142.05,0.529442
142.1,0.529415
142.15,0.529362
142.2,0.52931
142.25,0.529282
142.3,0.529255
142.35,0.529202
142.4,0.52915
142.45,0.529097
142.5,0.529045
142.55,0.529017
142.6,0.52899
142.65,0.528937
142.7,0.528885
142.75,0.528857
142.8,0.52883
142.85,0.528777
142.9,0.528725
142.95,0.528697
143.0,0.52867
143.05,0.528617
143.1,0.528565
143.15,0.528537
143.2,0.52851
143.25,0.528457
143.3,0.528405
143.35,0.528352
143.4,0.5283
143.45,0.528272
143.5,0.528245
143.55,0.528192
143.6,0.52814
143.65,0.528112
143.7,0.52808
143.75,0.528032
143.8,0.52798
143.85,0.527952
143.9,0.527925
143.95,0.527872
144.0,0.52782
144.05,0.527767
144.1,0.527715
144.15,0.527687
144.2,0.52766
144.25,0.527607
144.3,0.527555
144.35,0.527527
144.4,0.5275
144.45,0.527447
144.5,0.527395
144.55,0.527367
144.6,0.52734
144.65,0.527287
144.7,0.527235
144.75,0.527207
144.8,0.52718
144.85,0.527127
144.9,0.527075
144.95,0.52705
145.0,0.527025
145.05,0.526975
145.1,0.526925
145.15,0.526875
145.2,0.526825
145.25,0.5268
145.3,0.526775
145.35,0.526725
145.4,0.526675
145.45,0.52665
145.5,0.526625
145.55,0.526575
145.6,0.526525
145.65,0.5265
145.7,0.526475
145.75,0.526425
145.8,0.526375
145.85,0.52635
145.9,0.526325
145.95,0.526275
146.0,0.526225
146.05,0.5262
146.1,0.526175
146.15,0.526125
146.2,0.526075
146.25,0.526025
146.3,0.525975
146.35,0.52595
146.4,0.525925
146.45,0.525875
146.5,0.525825
146.55,0.5258
146.6,0.525775
146.65,0.525725
146.7,0.525675
146.75,0.52565
146.8,0.525625
146.85,0.525575
146.9,0.525525
146.95,0.5255
147.0,0.525475
147.05,0.525425
147.1,0.525375
147.15,0.52535
147.2,0.525325
147.25,0.525275
147.3,0.525225
147.35,0.5252
147.4,0.525175
147.45,0.525125
147.5,0.525075
147.55,0.52505
147.6,0.525025
147.65,0.524975
147.7,0.524925
147.75,0.524875
147.8,0.524825
147.85,0.5248
147.9,0.524775
147.95,0.524725
148.0,0.524675
148.05,0.52465
148.1,0.524625
148.15,0.524575
148.2,0.524525
148.25,0.5245
148.3,0.524475
148.35,0.524425
148.4,0.524375
148.45,0.52435
148.5,0.524325
148.55,0.524275
148.6,0.524225
148.65,0.5242
148.7,0.524175
148.75,0.524125
148.8,0.524075
148.85,0.52405
148.9,0.524025
148.95,0.523975
149.0,0.523925
149.05,0.5239
149.1,0.523875
149.15,0.523825
149.2,0.523775
149.25,0.52375
149.3,0.523725
149.35,0.523675
149.4,0.523625
149.45,0.5236
149.5,0.523575
149.55,0.523525
149.6,0.523475
149.65,0.52345
149.7,0.523425
149.75,0.523375
149.8,0.523325
149.85,0.523275
149.9,0.523225
149.95,0.5232
150.0,0.523175
150.05,0.523125
150.1,0.523075
150.15,0.52305
150.2,0.523025
150.25,0.522975
150.3,0.522925
150.35,0.5229
150.4,0.522875
150.45,0.522825
150.5,0.522775
150.55,0.52275
150.6,0.522725
150.65,0.522675
150.7,0.522625
150.75,0.5226
150.8,0.522575
150.85,0.522525
150.9,0.522475
150.95,0.52245
151.0,0.522425
151.05,0.522375
151.1,0.522325
151.15,0.5223
151.2,0.522275
151.25,0.522225
151.3,0.522175
151.35,0.52215
151.4,0.522125
151.45,0.522075
151.5,0.522025
151.55,0.522
151.6,0.521975
151.65,0.521925
151.7,0.521875
151.75,0.52185
151.8,0.521825
151.85,0.521775
151.9,0.521725
151.95,0.5217
152.0,0.521675
152.05,0.521625
152.1,0.521575
152.15,0.52155
152.2,0.521525
152.25,0.521475
152.3,0.521425
152.35,0.5214
152.4,0.521375
152.45,0.521325
152.5,0.521275
152.55,0.52125
152.6,0.521225
152.65,0.521175
152.7,0.521125
152.75,0.5211
152.8,0.521075
152.85,0.521025
152.9,0.520975
152.95,0.52095
153.0,0.520925
153.05,0.520875
153.1,0.520825
153.15,0.520775
153.2,0.520725
153.25,0.5207
153.3,0.520675
153.35,0.520625
153.4,0.520575
153.45,0.52055
153.5,0.520525
153.55,0.520475
153.6,0.520425
153.65,0.5204
153.7,0.520375
153.75,0.520325
153.8,0.520275
153.85,0.52025
153.9,0.520225
153.95,0.520175
154.0,0.520125
154.05,0.5201
154.1,0.520075
154.15,0.520025
154.2,0.519975
154.25,0.51995
154.3,0.519925
154.35,0.519875
154.4,0.519825
154.45,0.5198
154.5,0.519775
154.55,0.519725
154.6,0.519675
154.65,0.51965
154.7,0.519625
154.75,0.519575
154.8,0.519525
154.85,0.5195
154.9,0.519475
154.95,0.519425
155.0,0.519375
155.05,0.519352
155.1,0.51933
155.15,0.519282
155.2,0.519235
155.25,0.519212
155.3,0.51919
155.35,0.519142
155.4,0.519095
155.45,0.519072
155.5,0.51905
155.55,0.519002
155.6,0.518955
155.65,0.518932
155.7,0.51891
155.75,0.518862
155.8,0.518815
155.85,0.518792
155.9,0.51877
155.95,0.518722
156.0,0.518675
156.05,0.518652
156.1,0.51863
156.15,0.518582
156.2,0.518535
156.25,0.518512
156.3,0.51849
156.35,0.518442
156.4,0.518395
156.45,0.518372
156.5,0.51835
156.55,0.518302
156.6,0.518255
156.65,0.518232
156.7,0.51821
156.75,0.518162
156.8,0.518115
156.85,0.518092
156.9,0.51807
156.95,0.518022
157.0,0.517975
157.05,0.517952
157.1,0.51793
157.15,0.517882
157.2,0.517835
157.25,0.517812
157.3,0.51779
157.35,0.517742
157.4,0.517695
157.45,0.517672
157.5,0.51765
157.55,0.517602
157.6,0.517555
157.65,0.517532
157.7,0.51751
157.75,0.517462
157.8,0.517415
157.85,0.517392
157.9,0.51737
157.95,0.517322
158.0,0.517275
158.05,0.517252
158.1,0.51723
158.15,0.517182
158.2,0.517135
158.25,0.517112
158.3,0.51709
158.35,0.517042
158.4,0.516995
158.45,0.516972
158.5,0.51695
158.55,0.516902
158.6,0.516855
158.65,0.516832
158.7,0.51681
158.75,0.516762
158.8,0.516715
158.85,0.516692
158.9,0.51667
158.95,0.516622
159.0,0.516575
159.05,0.516552
159.1,0.51653
159.15,0.516482
159.2,0.516435
159.25,0.516412
159.3,0.51639
159.35,0.516342
159.4,0.516295
159.45,0.516272
159.5,0.51625
159.55,0.516202
159.6,0.516155
159.65,0.516132
159.7,0.51611
159.75,0.516062
159.8,0.516015
159.85,0.515992
159.9,0.51597
159.95,0.515922
160.0,0.515875
160.05,0.515852
160.1,0.51583
160.15,0.515782
160.2,0.515735
160.25,0.515712
160.3,0.51569
160.35,0.515642
160.4,0.515595
160.45,0.515572
160.5,0.51555
160.55,0.515502
160.6,0.515455
160.65,0.515432
160.7,0.51541
160.75,0.515362
160.8,0.515315
160.85,0.515292
160.9,0.51527
160.95,0.515222
161.0,0.515175
161.05,0.515152
161.1,0.51513
161.15,0.515082
161.2,0.515035
161.25,0.515012
161.3,0.51499
161.35,0.514942
161.4,0.514895
161.45,0.514872
161.5,0.51485
161.55,0.514802
161.6,0.514755
161.65,0.514732
161.7,0.51471
161.75,0.514662
161.8,0.514615
161.85,0.514567
161.9,0.51452
161.95,0.514497
162.0,0.514475
162.05,0.514427
162.1,0.51438
162.15,0.514357
162.2,0.514335
162.25,0.514287
162.3,0.51424
162.35,0.514217
162.4,0.514195
162.45,0.514147
162.5,0.5141
162.55,0.514077
162.6,0.514055
162.65,0.514007
162.7,0.51396
162.75,0.513937
162.8,0.513915
162.85,0.513867
162.9,0.51382
162.95,0.513797
163.0,0.513775
163.05,0.513727
163.1,0.51368
163.15,0.513657
163.2,0.513635
163.25,0.513587
163.3,0.51354
163.35,0.513517
163.4,0.513495
163.45,0.513447
163.5,0.5134
163.55,0.513377
163.6,0.513355
163.65,0.513307
163.7,0.51326
163.75,0.513237
163.8,0.513215
163.85,0.513167
163.9,0.51312
163.95,0.513097
164.0,0.513075
164.05,0.513027
164.1,0.51298
164.15,0.512957
164.2,0.512935
164.25,0.512887
164.3,0.51284
164.35,0.512817
164.4,0.512795
164.45,0.512747
164.5,0.5127
164.55,0.512677
164.6,0.512655
164.65,0.512607
164.7,0.51256
164.75,0.512537
164.8,0.512515
164.85,0.512467
164.9,0.51242
164.95,0.512397
165.0,0.512375
165.05,0.51233
165.1,0.512285
165.15,0.512265
165.2,0.512245
165.25,0.5122
165.3,0.512155
165.35,0.512135
165.4,0.512115
165.45,0.51207
165.5,0.512025
165.55,0.512005
165.6,0.511985
165.65,0.51194
165.7,0.511895
165.75,0.511875
165.8,0.511855
165.85,0.51181
165.9,0.511765
165.95,0.511745
166.0,0.511725
166.05,0.51168
166.1,0.511635
166.15,0.511615
166.2,0.511595
166.25,0.51155
166.3,0.511505
166.35,0.511485
166.4,0.511465
166.45,0.51142
166.5,0.511375
166.55,0.511355
166.6,0.511335
166.65,0.51129
166.7,0.511245
166.75,0.511225
166.8,0.511205
166.85,0.51116
166.9,0.511115
166.95,0.511095
167.0,0.511075
167.05,0.51103
167.1,0.510985
167.15,0.510965
167.2,0.510945
167.25,0.5109
167.3,0.510855
167.35,0.510835
167.4,0.510815
167.45,0.51077
167.5,0.510725
167.55,0.510705
167.6,0.510685
167.65,0.51064
167.7,0.510595
167.75,0.510575
167.8,0.510555
167.85,0.51051
167.9,0.510465
167.95,0.510445
168.0,0.510425
168.05,0.51038
168.1,0.510335
168.15,0.510315
168.2,0.510295
168.25,0.51025
168.3,0.510205
168.35,0.510185
168.4,0.510165
168.45,0.51012
168.5,0.510075
168.55,0.510055
168.6,0.510035
168.65,0.50999
168.7,0.509945
168.75,0.509925
168.8,0.509905
168.85,0.50986
168.9,0.509815
168.95,0.50977
169.0,0.509725
169.05,0.509705
169.1,0.509685
169.15,0.50964
169.2,0.509595
169.25,0.509575
169.3,0.509555
169.35,0.50951
169.4,0.509465
169.45,0.509445
169.5,0.509425
169.55,0.50938
169.6,0.509335
169.65,0.509315
169.7,0.509295
169.75,0.50925
169.8,0.509205
169.85,0.509185
169.9,0.509165
169.95,0.50912
170.0,0.509075
170.05,0.509055
170.1,0.509035
170.15,0.50899
170.2,0.508945
170.25,0.508925
170.3,0.508905
170.35,0.50886
170.4,0.508815
170.45,0.508795
170.5,0.508775
170.55,0.50873
170.6,0.508685
170.65,0.508665
170.7,0.508645
170.75,0.5086
170.8,0.508555
170.85,0.508535
170.9,0.508515
170.95,0.50847
171.0,0.508425
171.05,0.508405
171.1,0.508385
171.15,0.50834
171.2,0.508295
171.25,0.508275
171.3,0.508255
171.35,0.50821
171.4,0.508165
171.45,0.508145
171.5,0.508125
171.55,0.50808
171.6,0.508035
171.65,0.508015
171.7,0.507995
171.75,0.50795
171.8,0.507905
171.85,0.507885
171.9,0.507865
171.95,0.50782
172.0,0.507775
172.05,0.507755
172.1,0.507735
172.15,0.50769
172.2,0.507645
172.25,0.507625
172.3,0.507605
172.35,0.50756
172.4,0.507515
172.45,0.507495
172.5,0.507475
172.55,0.50743
172.6,0.507385
172.65,0.507365
172.7,0.507345
172.75,0.5073
172.8,0.507255
172.85,0.507235
172.9,0.507215
172.95,0.50717
173.0,0.507125
173.05,0.507105
173.1,0.507085
173.15,0.50704
173.2,0.506995
173.25,0.506975
173.3,0.506955
173.35,0.50691
173.4,0.506865
173.45,0.506845
173.5,0.506825
173.55,0.50678
173.6,0.506735
173.65,0.506715
173.7,0.506695
173.75,0.50665
173.8,0.506605
173.85,0.506585
173.9,0.506565
173.95,0.50652
174.0,0.506475
174.05,0.506455
174.1,0.506435
174.15,0.50639
174.2,0.506345
174.25,0.506325
174.3,0.506305
174.35,0.50626
174.4,0.506215
174.45,0.506195
174.5,0.506175
174.55,0.50613
174.6,0.506085
174.65,0.506065
174.7,0.506045
174.75,0.506
174.8,0.505955
174.85,0.505935
174.9,0.505915
174.95,0.50587
175.0,0.505835
175.05,0.5058
175.1,0.505765
175.15,0.50573
175.2,0.505695
175.25,0.50566
175.3,0.505625
175.35,0.50559
175.4,0.505555
175.45,0.50552
175.5,0.505485
175.55,0.50545
175.6,0.505415
175.65,0.50538
175.7,0.505345
175.75,0.50531
175.8,0.505275
175.85,0.50524
175.9,0.505205
175.95,0.50517
176.0,0.505135
176.05,0.5051
176.1,0.505065
176.15,0.50503
176.2,0.504995
176.25,0.50496
176.3,0.504925
176.35,0.50489
176.4,0.504855
176.45,0.50482
176.5,0.504785
176.55,0.50475
176.6,0.504715
176.65,0.50468
176.7,0.504645
176.75,0.50461
176.8,0.504575
176.85,0.50454
176.9,0.504505
176.95,0.50447
177.0,0.504435
177.05,0.5044
177.1,0.504365
177.15,0.50433
177.2,0.504295
177.25,0.50426
177.3,0.504225
177.35,0.50419
177.4,0.504155
177.45,0.50412
177.5,0.504085
177.55,0.50405
177.6,0.504015
177.65,0.50398
177.7,0.503945
177.75,0.50391
177.8,0.503875
177.85,0.50384
177.9,0.503805
177.95,0.50377
178.0,0.503735
178.05,0.5037
178.1,0.503665
178.15,0.50363
178.2,0.503595
178.25,0.50356
178.3,0.503525
178.35,0.50349
178.4,0.503455
178.45,0.50342
178.5,0.503385
178.55,0.50335
178.6,0.50328
178.65,0.503245
178.7,0.50321
178.75,0.503175
178.8,0.50314
178.85,0.503105
178.9,0.50307
178.95,0.503035
179.0,0.503
179.05,0.502965
179.1,0.50293
179.15,0.502895
179.2,0.50286
179.25,0.502825
179.3,0.50279
179.35,0.502755
179.4,0.50272
179.45,0.502685
179.5,0.50265
179.55,0.502615
179.6,0.50258
179.65,0.502545
179.7,0.50251
179.75,0.502475
179.8,0.50244
179.85,0.502405
179.9,0.50237
179.95,0.502335
180.0,0.5023
180.05,0.502265
180.1,0.50223
180.15,0.502195
180.2,0.50216
180.25,0.502125
180.3,0.50209
180.35,0.502055
180.4,0.50202
180.45,0.501985
180.5,0.50195
180.55,0.501915
180.6,0.50188
180.65,0.501845
180.7,0.50181
180.75,0.501775
180.8,0.50174
180.85,0.501705
180.9,0.50167
180.95,0.501635
181.0,0.5016
181.05,0.501565
181.1,0.50153
181.15,0.501495
181.2,0.50146
181.25,0.501425
181.3,0.50139
181.35,0.501355
181.4,0.50132
181.45,0.501285
181.5,0.50125
181.55,0.501215
181.6,0.50118
181.65,0.501145
181.7,0.50111
181.75,0.501075
181.8,0.50104
181.85,0.501005
181.9,0.50097
181.95,0.500935
182.0,0.5009
182.05,0.500865
182.1,0.50083
182.15,0.500795
182.2,0.50076
182.25,0.500725
182.3,0.50069
182.35,0.500655
182.4,0.50062
182.45,0.500585
182.5,0.50055
182.55,0.500515
182.6,0.500485
182.65,0.500455
182.7,0.50042
182.75,0.500385
182.8,0.50035
182.85,0.500315
182.9,0.50028
182.95,0.500245
183.0,0.50021
183.05,0.500175
183.1,0.50014
183.15,0.500105
183.2,0.50007
183.25,0.500035
183.3,0.5
183.35,0.499965
183.4,0.49993
183.45,0.499895
183.5,0.49986
183.55,0.499825
183.6,0.49979
183.65,0.499755
183.7,0.49972
183.75,0.499685
183.8,0.49965
183.85,0.499615
183.9,0.49958
183.95,0.499545
184.0,0.49951
184.05,0.499475
184.1,0.49944
184.15,0.499405
184.2,0.49937
184.25,0.499335
184.3,0.4993
184.35,0.499265
184.4,0.49923
184.45,0.499195
184.5,0.49916
184.55,0.499125
184.6,0.49909
184.65,0.499055
184.7,0.49902
184.75,0.498985
184.8,0.49895
184.85,0.498915
184.9,0.4989
184.95,0.498865
185.0,0.498835
185.05,0.498805
185.1,0.498775
185.15,0.498745
185.2,0.498715
185.25,0.498685
185.3,0.498655
185.35,0.498625
185.4,0.498595
185.45,0.498565
185.5,0.498535
185.55,0.498505
185.6,0.498475
185.65,0.498445
185.7,0.498415
185.75,0.498385
185.8,0.498355
185.85,0.498325
185.9,0.498295
185.95,0.498265
186.0,0.498235
186.05,0.498205
186.1,0.498175
186.15,0.498145
186.2,0.498115
186.25,0.498085
186.3,0.498055
186.35,0.498025
186.4,0.497995
186.45,0.497965
186.5,0.497935
186.55,0.497905
186.6,0.497875
186.65,0.497845
186.7,0.497815
186.75,0.497785
186.8,0.497755
186.85,0.497725
186.9,0.497695
186.95,0.497665
187.0,0.497635
187.05,0.497605
187.1,0.497575
187.15,0.497545
187.2,0.497515
187.25,0.497485
187.3,0.497455
187.35,0.497425
187.4,0.497395
187.45,0.497365
187.5,0.497335
187.55,0.497305
187.6,0.497275
187.65,0.497245
187.7,0.497215
187.75,0.497185
187.8,0.497155
187.85,0.497125
187.9,0.497095
187.95,0.497065
188.0,0.497035
188.05,0.497005
188.1,0.496975
188.15,0.496945
188.2,0.496915
188.25,0.496885
188.3,0.496855
188.35,0.496825
188.4,0.496795
188.45,0.496765
188.5,0.496735
188.55,0.496705
188.6,0.496675
188.65,0.496645
188.7,0.496615
188.75,0.496585
188.8,0.496555
188.85,0.496525
188.9,0.496495
188.95,0.496465
189.0,0.496415
189.05,0.496385
189.1,0.496355
189.15,0.496325
189.2,0.496295
189.25,0.496265
189.3,0.496235
189.35,0.496205
189.4,0.496175
189.45,0.496145
189.5,0.496115
189.55,0.496085
189.6,0.496055
189.65,0.496025
189.7,0.495995
189.75,0.495965
189.8,0.495935
189.85,0.495905
189.9,0.495875
189.95,0.495845
190.0,0.495815
190.05,0.495785
190.1,0.495755
190.15,0.495725
190.2,0.495695
190.25,0.495665
190.3,0.495635
190.35,0.495605
190.4,0.495575
190.45,0.495545
190.5,0.495515
190.55,0.495485
190.6,0.495455
190.65,0.495425
190.7,0.495395
190.75,0.495365
190.8,0.495335
190.85,0.495305
190.9,0.495275
190.95,0.495245
191.0,0.495215
191.05,0.495185
191.1,0.495155
191.15,0.495125
191.2,0.495095
191.25,0.495065
191.3,0.495035
191.35,0.495005
191.4,0.494975
191.45,0.494945
191.5,0.494915
191.55,0.494885
191.6,0.494855
191.65,0.494825
191.7,0.494795
191.75,0.494765
191.8,0.494735
191.85,0.494705
191.9,0.494675
191.95,0.494645
192.0,0.494615
192.05,0.494585
192.1,0.494555
192.15,0.494525
192.2,0.494495
192.25,0.494465
192.3,0.494415
192.35,0.494385
192.4,0.494355
192.45,0.494325
192.5,0.494295
192.55,0.494265
192.6,0.494235
192.65,0.494205
192.7,0.494175
192.75,0.494145
192.8,0.494115
192.85,0.494085
192.9,0.494055
192.95,0.494025
193.0,0.493995
193.05,0.493965
193.1,0.493935
193.15,0.493905
193.2,0.493875
193.25,0.493845
193.3,0.493815
193.35,0.493785
193.4,0.493755
193.45,0.493725
193.5,0.493695
193.55,0.493665
193.6,0.493635
193.65,0.493605
193.7,0.493575
193.75,0.493545
193.8,0.493515
193.85,0.493485
193.9,0.493455
193.95,0.493425
194.0,0.493395
194.05,0.493365
194.1,0.493335
194.15,0.493305
194.2,0.493275
194.25,0.493245
194.3,0.493215
194.35,0.493185
194.4,0.493155
194.45,0.493125
194.5,0.493095
194.55,0.493065
194.6,0.493035
194.65,0.493005
194.7,0.492975
194.75,0.492945
194.8,0.492915
194.85,0.492885
194.9,0.492855
194.95,0.492825
195.0,0.4928
195.05,0.492775
195.1,0.49275
195.15,0.492725
195.2,0.4927
195.25,0.492675
195.3,0.49265
195.35,0.492625
195.4,0.4926
195.45,0.492575
195.5,0.49255
195.55,0.492525
195.6,0.4925
195.65,0.492475
